"","UniProtID","Selaginella moellendorffii","Amborella trichopoda","Dioscorea rotundata","Musa acuminata","Zea mays","Sorghum bicolor","Setaria italica","Leersia perrieri","Oryza barthii","Oryza meridionalis","Oryza glumaepatula","Oryza glaberrima","Oryza punctata","O. Sativa","Oryza indica","Oryza nivara","Oryza brachyantha","Oryza rufipogon","Oryza longistaminata","Brachypodium distachyon","Aegilops tauschii","Triticum dicoccoides","Triticum urartu","Triticum aestivum","Hordeum vulgare","Beta vulgaris","Nicotiana attenuata","Solanum lycopersicum","Solanum tuberosum","Helianthus annuus","Daucus carota","Vitis vinifera","Lupinus angustifolius","Trifolium pratense","Medicago truncatula","Vigna radiata","Vigna angularis","Phaseolus vulgaris","Glycine max","Prunus persica","Manihot esculenta","Populus trichocarpa","Cucumis sativus","Brassica oleracea","Brassica rapa","Brassica napus","Arabidopsis lyrata","Arabidopsis thaliana","Arabidopsis halleri","Corchorus capsularis","Gossypium raimondii","Theobroma cacao","Physcomitrella patens","Ostreococcus lucimarinus","Chlamydomonas reinhardtii","Galdieria sulphuraria","Cyanidioschyzon merolae","Chondrus crispus"
"766","P93407","SELMODRAFT_179079,SELMODRAFT_227735","AMTR_s00102p00067140","Dr02665","GSMUA_Achr9G20410_001","Zm00001d031908","SORBI_3007G166600","SETIT_014166mg",NA,"OBART08G23720","OMERI08G18550","OGLUM08G25180","ORGLA08G0191200","OPUNC08G21670","OS08G0561700","BGIOSGA029201","ONIVA08G26770","OB08G30550","ORUFI08G26210","KN538985.1_FG021","BRADI_3g43070v3","AET7Gv20732300","TRIDC7AG039300,TRIDC7BG031490","TRIUR3_28595","TraesCS7A02G292100,TraesCS7B02G197300,TraesCS7D02G290700","HORVU7Hr1G060130","BVRB_9g206190",NA,"Solyc11g066390.2","PGSC0003DMG400000417","HannXRQ_Chr02g0055581","DCAR_015506","VIT_06s0061g00750","TanjilG_03213,TanjilG_17115","Tp57577_TGAC_v2_gene36757","MTR_4g057240","vigra.VC1973A.gnm6.ann1.Vradi02g06330,vigra.VC1973A.gnm6.ann1.Vradi04g03170","LR48_Vigan05g174700,LR48_Vigan08g146000","PHAVU_011G086300g","GLYMA_11G192700,GLYMA_12G081300,GLYMA_12G178800","PRUPE_6G112800",NA,"POPTR_004G216700v3,POPTR_009G005100v3","Csa_6G148290","Bo4g165150","Bra011971,Bra034394","GSBRNA2T00045217001,GSBRNA2T00127784001","scaffold_401199.1","AT2G28190","g07134","CCACVL1_10842","B456_006G104900,B456_009G090300","TCM_041588","Pp3c9_24840,Pp3c9_25690","OSTLU_28559",NA,NA,NA,NA
"767","O82117",NA,NA,NA,"GSMUA_Achr11G08210_001,GSMUA_Achr1G23420_001,GSMUA_Achr9G19630_001,GSMUA_AchrUn_randomG18110_001",NA,NA,NA,NA,NA,NA,"OGLUM09G02150","ORGLA09G0014500","OPUNC09G01480","OS09G0240200","BGIOSGA030181","ONIVA09G01720","OB09G10860",NA,"KN541123.1_FG001","BRADI_5g14600v3","AET5Gv20418200","TRIDC5AG027440,TRIDC5BG028750",NA,"TraesCS5A02G166100,TraesCS5B02G163500,TraesCS5D02G170700",NA,"BVRB_8g198850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768","Q0J360","SELMODRAFT_31903",NA,NA,"GSMUA_Achr6G13170_001","Zm00001d001941","SORBI_3006G255600","SETIT_021569mg","LPERR09G01580",NA,"OMERI07G22040","OGLUM09G02880","ORGLA08G0236700,ORGLA09G0020800","OPUNC09G01910","OS09G0255000","BGIOSGA030372","ONIVA09G02800","OB09G11390",NA,"KN538769.1_FG011","BRADI_5g25270v3","AET2Gv21077700,AET2Gv21235700","TRIDC2AG068930,TRIDC2AG068950,TRIDC2AG078060,TRIDC2AG078280,TRIDC2BG074580,TRIDC2BG086290,TRIDC2BG086330","TRIUR3_08959","TraesCS2A02G488900,TraesCS2A02G489000,TraesCS2A02G588200,TraesCS2A02G588300,TraesCS2A02G588700,TraesCS2A02G588900,TraesCS2A02G590900,TraesCS2B02G516700,TraesCS2B02G516800,TraesCS2B02G594700,TraesCS2B02G594900,TraesCS2B02G595000,TraesCS2D02G489200,TraesCS2D02G489300,TraesCS2D02G564900,TraesCS2D02G565000","HORVU2Hr1G109120,HORVU2Hr1G109240,HORVU2Hr1G118790,HORVU2Hr1G118820",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769","Q6K306","SELMODRAFT_234829,SELMODRAFT_267738","AMTR_s00061p00197130","Dr07449","GSMUA_Achr3G12080_001","Zm00001d020008","SORBI_3002G160600","SETIT_029964mg,SETIT_030112mg,SETIT_030944mg","LPERR09G01630","OBART09G02430","OMERI07G22120","OGLUM09G02930","ORGLA09G0021200",NA,"OS09G0255400","BGIOSGA030146","ONIVA09G02820","OB09G11440","ORUFI09G02670","KN540441.1_FG001","BRADI_4g08830v3","AET5Gv20425600","TRIDC5AG027870,TRIDC5BG029220","TRIUR3_10531","TraesCS5A02G169500,TraesCS5B02G166300,TraesCS5D02G173900","HORVU5Hr1G052150","BVRB_2g026460,BVRB_2g032340","A4A49_12384","Solyc03g111850.3","PGSC0003DMG400015153","HannXRQ_Chr10g0306821,HannXRQ_Chr11g0329411","DCAR_019671","VIT_12s0057g01240","TanjilG_18934,TanjilG_29524","Tp57577_TGAC_v2_gene20196","MTR_5g084030",NA,"LR48_Vigan07g054400","PHAVU_008G218200g","GLYMA_02G259000,GLYMA_14G053300","PRUPE_3G196200",NA,"POPTR_014G169100v3","Csa_7G031620","Bo3g084170,Bo7g089120","Bra013209,Bra037502","GSBRNA2T00052376001,GSBRNA2T00085221001,GSBRNA2T00142982001,GSBRNA2T00144441001","fgenesh2_kg.3__2787__AT2G04400.1,fgenesh2_kg.8__689__AT5G48220.1","AT2G04400,AT5G48220","g15882,g16455","CCACVL1_03182","B456_001G191000,B456_007G165300","TCM_002432,TCM_002434","Pp3c10_25830","OSTLU_32358","CHLRE_13g602350v5",NA,NA,NA
"770","Q6EP66","SELMODRAFT_272252,SELMODRAFT_417198","AMTR_s00061p00189810","Dr16946","GSMUA_AchrUn_randomG22040_001","Zm00001d034887","SORBI_3001G007000","SETIT_030359mg","LPERR09G01880","OBART09G02700",NA,"OGLUM09G03310","ORGLA09G0023400","OPUNC09G02550","OS09G0261300","BGIOSGA030128","ONIVA09G03000","OB09G11650","ORUFI09G03030","KN538982.1_FG008","BRADI_2g40860v3","AET5Gv20427700","TRIDC5AG028010,TRIDC5BG029310",NA,"TraesCS5A02G170500,TraesCS5B02G167300,TraesCS5D02G175000","HORVU5Hr1G052320","BVRB_8g184280","A4A49_42052","Solyc04g015150.3","PGSC0003DMG401019736","HannXRQ_Chr01g0003501","DCAR_030830","VIT_00s0194g00110","TanjilG_31767","Tp57577_TGAC_v2_gene17531,Tp57577_TGAC_v2_gene31016","MTR_2g027270","vigra.VC1973A.gnm6.ann1.Vradi10g07160","LR48_Vigan09g190900","PHAVU_006G136400g","GLYMA_09G015500,GLYMA_15G121300","PRUPE_4G002800","MANES_08G076300","POPTR_016G004200v3","Csa_6G510920","Bo9g069760","Bra017467","GSBRNA2T00033458001,GSBRNA2T00072385001","fgenesh2_kg.8__2__AT5G47760.1","AT5G47760","g31467","CCACVL1_02022","B456_010G247900","TCM_030458","Pp3c14_20830,Pp3c19_8840,Pp3c2_2710",NA,"CHLRE_06g271400v5",NA,NA,NA
"771","Q6EPR6","SELMODRAFT_100159,SELMODRAFT_118556","AMTR_s00090p00130390","Dr04855","GSMUA_Achr1G09340_001,GSMUA_Achr7G06210_001","Zm00001d005110","SORBI_3002G157300","SETIT_030389mg","LPERR09G02730","OBART09G03790","OMERI09G02950","OGLUM09G04550",NA,"OPUNC09G03350","OS09G0284200","BGIOSGA030440","ONIVA09G04100","OB09G12440","ORUFI09G04240","KN539578.1_FG006","BRADI_4g27240v3","AET5Gv20437800","TRIDC5AG028830,TRIDC5BG030190","TRIUR3_27787","TraesCS5A02G176800,TraesCS5B02G173100,TraesCS5D02G180100","HORVU5Hr1G053560","BVRB_4g089300",NA,"Solyc07g065020.3","PGSC0003DMG400022201","HannXRQ_Chr05g0159711,HannXRQ_Chr08g0233651,HannXRQ_Chr13g0408071,HannXRQ_Chr13g0408291","DCAR_017103,DCAR_018772","VIT_19s0090g01290","TanjilG_00807,TanjilG_29671","Tp57577_TGAC_v2_gene30649","MTR_5g093990","vigra.VC1973A.gnm6.ann1.Vradi06g01370","LR48_Vigan07g027400","PHAVU_008G273100g","GLYMA_02G295600,GLYMA_14G017800","PRUPE_4G224600","MANES_03G135800","POPTR_001G358700v3,POPTR_011G092200v3","Csa_7G083210","Bo1g046630,Bo7g111050,Bo7g111070","Bra019089","GSBRNA2T00085986001,GSBRNA2T00149524001,GSBRNA2T00154629001,GSBRNA2T00157381001","fgenesh2_kg.8__1428__AT5G55260.1,scaffold_701618.1","AT4G26720,AT5G55260","g04592,g09298","CCACVL1_11328","B456_009G443900,B456_013G157200","TCM_030784","Pp3c24_5950,Pp3c8_17660","OSTLU_12475,OSTLU_36487","CHLRE_12g494900v5","Gasu_38260",NA,"CHC_T00008536001"
"772","Q6EN68",NA,NA,NA,NA,NA,NA,NA,"LPERR09G02820",NA,"OMERI09G03020","OGLUM09G04680","ORGLA09G0030300","OPUNC09G03530","OS09G0286600","BGIOSGA030065","ONIVA09G04180",NA,"ORUFI09G04400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773","Q6EN65",NA,NA,NA,NA,NA,NA,NA,"LPERR09G02840,LPERR09G02880","OBART01G06430","OMERI09G03030","OGLUM09G04690","ORGLA09G0030400","OPUNC09G03540","OS09G0287000","BGIOSGA038064","ONIVA09G04210","OB09G12530","ORUFI09G04420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774","Q69T99","SELMODRAFT_115472,SELMODRAFT_117069","AMTR_s00061p00120110","Dr13668","GSMUA_Achr1G09400_001","Zm00001d005546","SORBI_3002G160400","SETIT_029545mg","LPERR09G03150","OBART09G04460","OMERI09G03640","OGLUM09G05220","ORGLA09G0034400","OPUNC09G03920","OS09G0298200","BGIOSGA030039","ONIVA09G04670","OB09G12790","ORUFI09G05050","KN540259.1_FG004","BRADI_4g27570v3","AET5Gv20443400","TRIDC5AG029040,TRIDC5BG030550","TRIUR3_20430","TraesCS5B02G175800,TraesCS5D02G182600",NA,"BVRB_9g206950",NA,"Solyc07g056140.3,Solyc12g011120.2","PGSC0003DMG400031084,PGSC0003DMG400046891","HannXRQ_Chr11g0329781","DCAR_013816,DCAR_021075","VIT_12s0057g01480","TanjilG_19137","Tp57577_TGAC_v2_gene1271,Tp57577_TGAC_v2_gene23129","MTR_3g082150,MTR_5g097010","vigra.VC1973A.gnm6.ann1.Vradi06g00670","LR48_Vigan07g002100","PHAVU_008G284000g","GLYMA_02G304500,GLYMA_14G009300","PRUPE_3G192600","MANES_12G067900,MANES_13G058900","POPTR_014G171800v3","Csa_7G030510","Bo7g030920,Bo7g089170","Bra015135,Bra037495","GSBRNA2T00038740001,GSBRNA2T00076549001,GSBRNA2T00110776001,GSBRNA2T00144434001","fgenesh2_kg.8__698__AT5G48300.1,scaffold_303188.1","AT5G48300","g15902,g23406","CCACVL1_07769","B456_001G224500,B456_007G163700,B456_012G140800,B456_N000500","TCM_002492","Pp3c11_8270,Pp3c2_35010,Pp3c7_20320,Pp3c7_20690","OSTLU_35780","CHLRE_03g188250v5",NA,NA,NA
"775","Q0J2S6",NA,NA,NA,"GSMUA_Achr2G11170_001","Zm00001d020036,Zm00001d034036","SORBI_3001G087600,SORBI_3002G164300","SETIT_029239mg,SETIT_034803mg",NA,"OBART09G04740",NA,"OGLUM09G05530",NA,"OPUNC09G04240","OS09G0306800",NA,"ONIVA08G08440","OB09G13160",NA,"KN539053.1_FG003","BRADI_3g03106v3","AET0Gv20006100,AET5Gv20447300","TRIDC2AG000520,TRIDC2BG000420,TRIDC3BG009600,TRIDC3BG009690,TRIDC5AG029300,TRIDC5BG030790,TRIDC5BG078180","TRIUR3_11875,TRIUR3_18860","TraesCS2A02G000100,TraesCS2B02G023900,TraesCS2D02G000600,TraesCS5A02G179600,TraesCS5B02G177400,TraesCS5D02G184200,TraesCSU02G075500","HORVU2Hr1G000010,HORVU5Hr1G054730",NA,NA,"Solyc03g093643.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POPTR_003G150400v3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776","Q0J2S0","SELMODRAFT_42312,SELMODRAFT_43458",NA,"Dr15251","GSMUA_Achr5G09980_001",NA,NA,NA,"LPERR09G03490","OBART09G04840","OMERI09G04050","OGLUM09G05650","ORGLA09G0035500","OPUNC09G04360","OS09G0309200","BGIOSGA030488","ONIVA01G05300","OB09G13310","ORUFI09G05490","KN541120.1_FG001",NA,NA,NA,NA,NA,NA,"BVRB_5g111120","A4A49_40037,A4A49_43559","Solyc03g119250.3,Solyc12g036390.2","PGSC0003DMG400005390,PGSC0003DMG400005649","HannXRQ_Chr17g0558321","DCAR_023217","VIT_17s0000g03370,VIT_17s0000g03380,VIT_17s0000g03390","TanjilG_22287,TanjilG_32808","Tp57577_TGAC_v2_gene32681,Tp57577_TGAC_v2_gene32685","MTR_8g104490,MTR_8g104510","vigra.VC1973A.gnm6.ann1.Vradi01g04750,vigra.VC1973A.gnm6.ann1.Vradi07g27840","LR48_Vigan232s001900,LR48_Vigan847s000800","PHAVU_002G318100g,PHAVU_004G155900g","GLYMA_05G237200,GLYMA_07G093900,GLYMA_08G044400,GLYMA_09G182400","PRUPE_5G223600","MANES_01G014500,MANES_S034100","POPTR_012G054900v3",NA,"Bo6g087500,Bo6g118100","Bra003828,Bra015964","GSBRNA2T00049054001,GSBRNA2T00099474001,GSBRNA2T00103456001","scaffold_202318.1","AT1G73805","g04130","CCACVL1_29608","B456_006G059900,B456_008G287500","TCM_012384","Pp3c10_2870",NA,NA,NA,NA,NA
"777","Q69M33",NA,NA,NA,NA,NA,NA,NA,NA,"OBART09G05090",NA,"OGLUM09G05910","ORGLA09G0038000",NA,"OS09G0319800",NA,"ONIVA01G09360",NA,"ORUFI09G05890","KN543131.1_FG001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HannXRQ_Chr01g0013801",NA,NA,NA,"Tp57577_TGAC_v2_gene9924",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778","Q6K2E1",NA,"AMTR_s00024p00131820,AMTR_s00024p00132940","Dr01254,Dr06362","GSMUA_Achr3G16370_001,GSMUA_Achr4G02670_001,GSMUA_Achr5G09200_001,GSMUA_Achr6G22620_001,GSMUA_Achr6G26620_001,GSMUA_Achr8G27530_001,GSMUA_Achr9G00170_001,GSMUA_Achr9G06140_001","Zm00001d005598,Zm00001d020093","SORBI_3002G170100","SETIT_030247mg","LPERR09G03820","OBART09G05370","OMERI09G04370","OGLUM09G06080","ORGLA09G0039300","OPUNC09G04820","OS09G0323000","BGIOSGA029990","ONIVA10G00170","OB09G13600","ORUFI09G06080","KN541406.1_FG001","BRADI_4g28040v3","AET5Gv20455900","TRIDC5AG029760,TRIDC5BG031470","TRIUR3_18744","TraesCS5A02G183100,TraesCS5B02G181300,TraesCS5D02G188200","HORVU5Hr1G055920","BVRB_5g098710",NA,"Solyc08g082440.3,Solyc12g055930.2","PGSC0003DMG400004996,PGSC0003DMG400012274","HannXRQ_Chr03g0083401,HannXRQ_Chr07g0190831,HannXRQ_Chr10g0316991,HannXRQ_Chr13g0415371,HannXRQ_Chr17g0534881","DCAR_021534","VIT_02s0025g01560,VIT_02s0025g01580","TanjilG_04861,TanjilG_17992,TanjilG_22135,TanjilG_22924,TanjilG_32066","Tp57577_TGAC_v2_gene25554,Tp57577_TGAC_v2_gene3410","MTR_5g009160,MTR_5g009170,MTR_8g099535","vigra.VC1973A.gnm6.ann1.Vradi07g29540,vigra.VC1973A.gnm6.ann1.Vradi11g01620","LR48_Vigan442s012800,LR48_Vigan818s005800","PHAVU_002G046200g,PHAVU_002G164700g,PHAVU_002G298500g","GLYMA_01G225800,GLYMA_05G217100,GLYMA_08G023100,GLYMA_11G017100","PRUPE_5G121200","MANES_01G047800,MANES_02G009300","POPTR_001G090700v3,POPTR_003G140900v3","Csa_4G052620,Csa_5G148720","Bo1g037320,Bo7g109220,Bo9g032410,Bo9g090880","Bra013744,Bra019257,Bra027732,Bra035262","GSBRNA2T00000108001,GSBRNA2T00071866001,GSBRNA2T00087819001,GSBRNA2T00088319001,GSBRNA2T00096686001,GSBRNA2T00116188001,GSBRNA2T00145575001","fgenesh2_kg.7__1905__AT4G23920.1,scaffold_200045.1,scaffold_603467.1","AT1G64440,AT4G10960,AT4G23920","g10435,g26974,g27777","CCACVL1_13434","B456_002G244900,B456_003G078800,B456_004G132700,B456_006G207400,B456_012G024200","TCM_016477,TCM_043427",NA,NA,NA,NA,NA,NA
"779","Q0J2L7","SELMODRAFT_113714,SELMODRAFT_174627,SELMODRAFT_179532,SELMODRAFT_451367","AMTR_s00012p00259520","Dr21226","GSMUA_Achr6G15180_001,GSMUA_AchrUn_randomG20600_001","Zm00001d005609,Zm00001d020100","SORBI_3002G172000,SORBI_3002G260300","SETIT_030198mg","LPERR09G03990",NA,"OMERI03G18090","OGLUM09G06240","ORGLA09G0040600","OPUNC09G04940","OS09G0325700","BGIOSGA030517","ONIVA12G16690",NA,"ORUFI09G06330",NA,NA,"AET5Gv20457000","TRIDC5AG029890,TRIDC5BG031570",NA,"TraesCS5A02G183600,TraesCS5B02G182000,TraesCS5D02G188600",NA,"BVRB_2g025410,BVRB_7g173230","A4A49_19184,A4A49_37553","Solyc03g096670.3,Solyc05g052980.3,Solyc06g076400.3","PGSC0003DMG400016742,PGSC0003DMG400027196,PGSC0003DMG400030332","HannXRQ_Chr05g0135271,HannXRQ_Chr06g0179071,HannXRQ_Chr07g0201641,HannXRQ_Chr07g0201651,HannXRQ_Chr08g0237391,HannXRQ_Chr09g0250051,HannXRQ_Chr10g0312771,HannXRQ_Chr17g0551771","DCAR_005936,DCAR_007427,DCAR_027596","VIT_06s0004g05460,VIT_13s0019g02200","TanjilG_00631,TanjilG_21326,TanjilG_29471","Tp57577_TGAC_v2_gene22896,Tp57577_TGAC_v2_gene2866","MTR_3g068200,MTR_5g080680","vigra.VC1973A.gnm6.ann1.Vradi03g08350,vigra.VC1973A.gnm6.ann1.Vradi06g05100","LR48_Vigan03g254900,LR48_Vigan07g068500","PHAVU_001G236000g,PHAVU_008G231200g",NA,"PRUPE_2G239700,PRUPE_6G068800","MANES_01G168600,MANES_02G128000,MANES_07G119400,MANES_10G026400","POPTR_001G245200v3,POPTR_008G059200v3,POPTR_009G037300v3,POPTR_010G199600v3","Csa_1G524760,Csa_6G008720","Bo1g141070,Bo4g063590,Bo5g008210,Bo5g136600,Bo8g114080,Bo9g136980","Bra002038,Bra002594,Bra015579,Bra018398,Bra031574,Bra034845","GSBRNA2T00000310001,GSBRNA2T00032103001,GSBRNA2T00053231001,GSBRNA2T00060467001,GSBRNA2T00060515001,GSBRNA2T00069317001,GSBRNA2T00082049001,GSBRNA2T00111040001,GSBRNA2T00122177001,GSBRNA2T00122885001,GSBRNA2T00133315001","Al_scaffold_0004_1351,Al_scaffold_0048_9,fgenesh2_kg.1__718__AT1G07430.1,fgenesh2_kg.3__1179__AT3G11410.1,fgenesh2_kg.8__1850__AT5G59220.1","AT1G07430,AT2G29380,AT3G11410,AT5G59220","g02401,g05897,g06972,g11054","CCACVL1_23091,CCACVL1_25098","B456_003G128900,B456_009G096200,B456_011G268200,B456_012G072200,B456_013G022100","TCM_041761,TCM_042736",NA,NA,NA,NA,NA,NA
"780","Q6ERL4","SELMODRAFT_105841,SELMODRAFT_233553","AMTR_s00078p00157800","Dr07862","GSMUA_Achr9G26240_001","Zm00001d020139","SORBI_3002G174900","SETIT_006411mg,SETIT_029968mg","LPERR09G04390","OBART09G06230","OMERI09G04850","OGLUM09G06790","ORGLA09G0045400","OPUNC09G05580","OS09G0338400","BGIOSGA030542","ONIVA09G05620","OB09G14090","ORUFI09G06940","KN539442.1_FG009","BRADI_4g28300v3","AET5Gv20460600","TRIDC5AG030140,TRIDC5BG031830","TRIUR3_05294","TraesCS5A02G186000,TraesCS5B02G184100,TraesCS5D02G191100","HORVU5Hr1G056530","BVRB_6g137270","A4A49_03617","Solyc02g091900.3","PGSC0003DMG400030629","HannXRQ_Chr14g0447651,HannXRQ_Chr14g0461401","DCAR_010778","VIT_00s0199g00130,VIT_00s0199g00170,VIT_17s0000g03490","TanjilG_00961,TanjilG_25897","Tp57577_TGAC_v2_gene28859","MTR_5g014820","vigra.VC1973A.gnm6.ann1.Vradi11g03810","LR48_Vigan06g022300","PHAVU_002G008200g","GLYMA_01G197100,GLYMA_11G044600","PRUPE_6G213300","MANES_12G119000","POPTR_007G000600v3","Csa_6G497010","Bo9g018890","Bra037826","GSBRNA2T00030354001","scaffold_803316.1","AT5G65720","g07378","CCACVL1_26584","B456_008G087200,B456_009G268800","TCM_000875","Pp3c1_20380,Pp3c2_20850","OSTLU_45194","CHLRE_02g146250v5","Gasu_51770","CMT234C","CHC_T00009510001"
"781","Q6K548","SELMODRAFT_143103,SELMODRAFT_156847,SELMODRAFT_267998,SELMODRAFT_271012,SELMODRAFT_271809","AMTR_s00004p00132460","Dr01490","GSMUA_Achr3G20500_001,GSMUA_Achr7G00060_001,GSMUA_Achr7G23900_001","Zm00001d005649,Zm00001d020219","SORBI_3002G180300",NA,"LPERR09G04980","OBART09G07400","OMERI09G05850",NA,NA,"OPUNC09G06210","OS09G0361400","BGIOSGA030593",NA,"OB09G14770",NA,"AMDW01039572.1_FG001,AMDW01040104.1_FG001","BRADI_4g28660v3",NA,NA,"TRIUR3_18958","TraesCS5A02G193700,TraesCS5B02G189000,TraesCS5D02G196100",NA,"BVRB_2g040400,BVRB_6g154570","A4A49_20685,A4A49_37569,A4A49_64962","Solyc01g010760.3,Solyc02g067460.3,Solyc03g058920.3","PGSC0003DMG400000864,PGSC0003DMG400002066,PGSC0003DMG400006896","HannXRQ_Chr02g0056441,HannXRQ_Chr07g0191971,HannXRQ_Chr09g0265511,HannXRQ_Chr12g0357421,HannXRQ_Chr14g0449351,HannXRQ_Chr15g0478121","DCAR_007133,DCAR_011162,DCAR_021669,DCAR_025366,DCAR_027387,DCAR_028673,DCAR_031049","VIT_01s0026g01650,VIT_14s0108g00010","TanjilG_04097,TanjilG_04188,TanjilG_05627,TanjilG_08309","Tp57577_TGAC_v2_gene33253,Tp57577_TGAC_v2_gene4275,Tp57577_TGAC_v2_gene4350","MTR_6g011390,MTR_7g009330,MTR_8g469150","vigra.VC1973A.gnm6.ann1.Vradi04g08510,vigra.VC1973A.gnm6.ann1.Vradi07g05600","LR48_Vigan01g102500,LR48_Vigan03g026800","PHAVU_003G069300g,PHAVU_008G043800g","GLYMA_08G296700,GLYMA_09G240600,GLYMA_13G064900,GLYMA_18G125500,GLYMA_18G255700,GLYMA_19G020100","PRUPE_1G268200,PRUPE_3G271800","MANES_01G189900,MANES_S023700,MANES_S035600","POPTR_008G194900v3,POPTR_010G033500v3,POPTR_017G078200v3","Csa_3G827370,Csa_6G404150","Bo1g158790,Bo2g012360,Bo3g055210,Bo5g156300,Bo9g112650,Bo9g165430","Bra001010,Bra006664,Bra008723,Bra039131,Bra040507","GSBRNA2T00005069001,GSBRNA2T00027539001,GSBRNA2T00039614001,GSBRNA2T00041320001,GSBRNA2T00055650001,GSBRNA2T00069924001,GSBRNA2T00086600001,GSBRNA2T00112087001,GSBRNA2T00143286001,GSBRNA2T00153588001","fgenesh2_kg.3__101__AT3G01280.1,fgenesh2_kg.6__1484__AT5G15090.1","AT3G01280,AT5G15090","g00266,g02603","CCACVL1_00070,CCACVL1_13847","B456_001G256800,B456_005G114000,B456_005G132100,B456_005G139100,B456_005G186100,B456_006G024700,B456_006G081500,B456_008G182700,B456_009G323300","TCM_011800,TCM_018364","Pp3c15_9100,Pp3c9_21110",NA,NA,NA,NA,NA
"782","C7J6Z0",NA,NA,NA,"GSMUA_Achr3G32520_001","Zm00001d020220","SORBI_3002G180400","SETIT_028951mg","LPERR09G04990","OBART09G07410",NA,NA,"ORGLA09G0053400",NA,"OS09G0361500","BGIOSGA030594","ONIVA09G06440",NA,"ORUFI09G07840",NA,"BRADI_4g28670v3","AET5Gv20470900","TRIDC5AG030970,TRIDC5BG032380",NA,"TraesCS5A02G193800,TraesCS5B02G189100,TraesCS5D02G196200","HORVU5Hr1G057050",NA,NA,NA,"PGSC0003DMG400033038","HannXRQ_Chr14g0461161",NA,"VIT_17s0000g05750",NA,NA,NA,NA,NA,NA,NA,"PRUPE_5G187000","MANES_14G075200",NA,NA,"Bo6g086860","Bra008165,Bra025694","GSBRNA2T00063787001,GSBRNA2T00143642001","fgenesh2_kg.2__1738__AT1G74710.1,scaffold_102112.1",NA,"g01009","CCACVL1_30739","B456_008G190900","TCM_013842",NA,NA,NA,NA,NA,NA
"783","C7J732",NA,NA,NA,NA,NA,NA,NA,"LPERR09G05180","OBART09G07640","OMERI09G06010","OGLUM09G07990","ORGLA09G0056100","OPUNC09G06410,OPUNC09G06450","OS09G0365000","BGIOSGA029897","ONIVA09G06700",NA,"ORUFI09G08090","KN540120.1_FG001",NA,NA,NA,"TRIUR3_05288",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784","Q6H4G3",NA,"AMTR_s00010p00177810",NA,NA,"Zm00001d005663","SORBI_3002G185100","SETIT_032812mg","LPERR09G05470","OBART09G07930","OMERI09G06270","OGLUM09G08230","ORGLA09G0057800","OPUNC09G06740","OS09G0370300","BGIOSGA029883","ONIVA09G07080","OB09G15280","ORUFI09G08470","KN539423.1_FG001","BRADI_4g29071v3","AET5Gv20479500","TRIDC5AG031550,TRIDC5BG033240","TRIUR3_34323","TraesCS5A02G189800,TraesCS5B02G193400,TraesCS5D02G201100","HORVU5Hr1G058190","BVRB_6g135270",NA,"Solyc04g055020.2,Solyc04g055030.2","PGSC0003DMG400020612,PGSC0003DMG400036514","HannXRQ_Chr16g0527511","DCAR_011510","VIT_00s0304g00040",NA,NA,NA,NA,NA,NA,NA,"PRUPE_6G182900,PRUPE_6G183100","MANES_13G091700",NA,"Csa_4G028980","Bo00615s230","Bra031877","GSBRNA2T00055822001,GSBRNA2T00064746001","fgenesh1_pm.C_scaffold_8002076","AT5G65165","g07450","CCACVL1_26789","B456_008G104300","TCM_001136",NA,NA,NA,NA,NA,NA
